"ID.","Patriot1","Hedon1","Curious3","Benev2","Selfdir3","Free1","Hedon3","Soceq4","Open2","Benev4","Hedon4","Conform2","Toler3","GPeace1","Stim3","Compet2","Work4","Soceq3","GPeace2","Selfcon1","Spirit3","Stim2","Toler2","Work3","Benev3","Commit3","Open4","Pragmat4","Democ1","Selfcon4","Curious1","Selfdir4","Commit1","Free2","Toler1","Conform3","Environ3","Hedon2","Work2","Open1","Patriot3","Selfdir2","Pergrow2","Free3","Compet4","Stim4","Soceq2","Frugal2","Conform1","Curious2","Pragmat2","Patriot2","Selfcon5","Curious4","Compet3","Aesth3","Pergrow3","Selfcon2","Aesth2","Commit2","Pragmat3","Democ2","Selfcon3","Commit4","Stim1","Frugal3","Benev1","Conform4","Compet1","Spirit1","Soceq1","Democ3","Curious5","Environ4","GPeace3","Work1","Pergrow1","Frugal1","Toler4","Selfdir1","Aesth1","Open3","Environ2","Pragmat1","Spirit2","Work5","Environ1","Finsec1","Family1","Wisdom4","Safe1","Achieve4","Power3","Compan1","Ipeace2","Love1","Safe2","Socacc3","Love2","Ipeace4","Power2","Prosper1","Compan3","Wisdom3","Family3","Power4","Achieve5","Safe3","Phywel2","Finsec3","Compan2","Socacc1","Ipeace3","Prosper3","Family2","Achieve1","Phywel3","Wisdom1","Prosper4","Socacc2","Compan4","Prosper2","Ipeace1","Achieve2","Phywel1","Achieve3","Wisdom2","Power1","Finsec2","Love3","Workethic","Wisdom","Tolerance","Stimulation","Spirituality","SocialJustice","SocialAcceptance","SelfDirection","SelfControl","PersonalSafety","Prosperity","Pragmatism","Power","PhysicalWellbeing","PersonalGrowth","Patriotism","Openness","MatureLove","InnerPeace","Hedonism","GlobalPeace","Frugality","Freedom","FinancialSecurity","FamilyTogetherness","Environmentalism","Democracy","Curiosity","Conformity","Competition","Companionship","Commitment","Benevolence","Aesthetics","Achievement","volunt","tv","intrnet","socmed","charit","excer","garden","impulse","eatout","pubtran","recycle","sportfan","attorg","commun","satjob","satlife","military","envichoi","authority","brandloyal","politics","gender","age","ethnicity","jobstatus","religion","Hhincome","retirement","educ","sexorien","marstatus"
199,8,8,8,7,9,9,7,5,7,5,7,3,6,7,9,7,9,7,6,9,4,7,6,7,5,3,6,7,6,6,5,9,2,8,7,3,3,8,8,7,8,9,9,9,9,7,7,6,2,7,7,8,5,7,5,5,9,9,6,2,8,8,7,3,7,6,7,2,8,4,9,6,6,6,6,9,9,6,7,9,6,7,6,8,3,9,5,7,8,8,7,5,6,3,7,3,7,3,2,9,5,6,6,8,8,8,8,7,7,7,6,5,7,6,7,8,7,8,6,4,6,6,7,5,8,5,7,6,6,3,8.4,7.75,6.5,7,3.66666666666667,7,4,9,7.2,7,6,7.5,6.25,7.33333333333333,9,8,6.75,2.66666666666667,7.66666666666667,7.5,6.33333333333333,6,8.66666666666667,6.66666666666667,7.66666666666667,5,6.66666666666667,6.6,2.5,7.25,5.25,2.5,6,5.66666666666667,6.2,0,4,3,5,0,6,0,300,1,0,70,7,7,5,7,5,6,4,2,6,3,"Male",26,"Hispanic                                   ","Student",23,"Below $20,000","None, I haven't started a retirement plan yet","college graduate","Heterosexual","single"
200,5,5,5,8,5,4,3,9,8,7,3,4,7,9,5,5,5,9,9,8,7,3,9,8,7,8,9,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,8,3,7,9,NA,5,7.5,NA,NA,8,NA,NA,NA,5,8.5,NA,NA,3.66666666666667,9,NA,4,NA,NA,NA,9,5,4,5,NA,8,7.33333333333333,NA,NA,3,12,2,1,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
201,5,6,8,9,9,9,5,8,9,8,2,5,8,5,9,4,9,8,3,7,5,9,9,9,9,9,9,9,6,7,8,8,8,5,5,5,4,6,9,9,2,8,9,8,2,5,7,5,3,8,7,4,5,5,5,5,9,7,6,9,7,4,8,9,4,5,8,6,8,4,8,7,6,4,9,8,9,4,9,7,7,9,6,7,5,8,4,8,9,9,9,9,5,9,8,9,9,9,9,9,5,5,9,8,9,7,7,8,9,5,8,8,8,5,9,9,9,9,5,9,9,9,9,5,9,6,9,5,8,9,8.6,8.75,7.75,6,4.66666666666667,7.75,8.66666666666667,8,6.8,8.66666666666667,6,7.5,5.5,9,9,3.66666666666667,9,9,8.66666666666667,4.75,5.66666666666667,4.66666666666667,7.33333333333333,7,9,4.5,5.66666666666667,7,4.75,4.75,8.75,8.75,8.5,6,7.2,0,7,10,3,0,10,0,500,4,2,50,7,7,7,6,7,7,4,4,6,2,"Female",22,"White                                      ","Staff",5,"$100,000-$149,999","$100,000-$149,999","college graduate","Heterosexual","single"
202,2,4,8,5,5,7,3,9,6,7,2,2,7,8,8,3,5,8,7,4,2,8,5,7,7,5,5,5,7,3,4,6,4,5,6,2,8,2,6,5,2,8,5,6,4,4,8,7,2,9,6,2,5,4,3,5,7,5,7,8,4,8,3,8,6,5,5,2,4,2,8,5,7,7,7,5,7,5,7,6,7,5,8,7,2,4,8,5,5,7,5,3,2,8,3,8,4,5,9,7,2,2,9,8,7,3,4,5,9,5,6,7,4,2,6,3,8,7,2,4,7,4,4,3,8,3,8,2,5,7,5.4,7.5,6.25,6,2,8.25,5.33333333333333,6.25,4,4.66666666666667,2.5,5.5,2.25,8.33333333333333,6.33333333333333,2,5.25,8,5,2.75,7.33333333333333,5.66666666666667,6,5,6,7.75,6.66666666666667,6.4,2,3.5,7.5,6.25,6,6.33333333333333,3.2,4,4,10,0.5,75,7,0,NA,10,7,100,5,5,5,4,6,5,7,2,5,1,"Female",32,"mixed                                      ","Staff",23,"$60,000-$79,999","$20,000-$59,999","college graduate","Heterosexual","Partnered"
203,5,6,8,8,8,8,4,8,8,8,3,7,7,8,8,7,8,9,8,8,7,5,8,7,8,8,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,7.5,5,7,8.5,NA,8,8.5,NA,NA,9,NA,NA,NA,5,8.5,NA,NA,4.33333333333333,8,NA,8,NA,NA,NA,9,8,7,7,NA,8,8,NA,NA,0,10,2,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
204,5,2,7,8,7,9,3,9,8,6,1,6,8,9,7,5,6,8,9,8,8,4,6,5,6,5,8,9,9,6,5,7,6,9,6,8,9,7,6,9,4,6,7,8,4,2,9,7,5,5,8,4,7,7,2,9,8,5,9,6,6,9,5,8,3,6,8,6,7,8,9,8,5,9,9,6,9,4,6,5,9,8,8,4,7,8,9,8,7,5,7,8,5,8,5,4,7,6,8,7,1,4,9,6,7,4,7,6,8,9,9,9,8,6,8,6,8,8,3,6,8,7,9,5,7,6,4,2,6,5,6.2,5.75,6.5,3,7.66666666666667,8.75,7,6.25,6.2,6.66666666666667,5,6.75,3,7.66666666666667,8,4.33333333333333,8.25,5.66666666666667,8,3.25,9,5.66666666666667,8.66666666666667,7.66666666666667,7.33333333333333,8.75,8.66666666666667,5.8,6.25,4.5,8.5,6.25,7,9,6.4,2,0,3,0,250,4,3,100,4,0,91,2,2,5,3,5,6,7,3,1,3,"Female",63,"American of European ancestry              ","Non-university",22,"Below $20,000","$200,000-$299,999","college graduate","Heterosexual","single"
205,2,5,5,4,8,7,4,4,4,4,2,6,3,2,8,7,7,3,2,5,1,3,8,6,3,3,6,6,5,5,5,8,3,5,7,2,2,3,5,7,3,7,7,6,6,2,7,3,2,7,7,3,3,7,3,3,7,5,3,3,5,3,5,5,4,7,4,3,5,1,6,3,5,3,3,7,7,5,7,7,4,5,3,3,1,3,3,5,5,2,5,5,5,6,7,5,5,5,4,5,4,4,6,6,6,4,7,5,6,4,5,5,5,4,6,5,5,4,2,5,5,3,5,1,5,3,5,3,6,5,5.6,4.25,6.25,3,1,5,5,7.5,4.6,5,3.25,5.25,4,5.33333333333333,7,2.66666666666667,5.5,4.66666666666667,5,3.5,2.33333333333333,5,6,5,5.66666666666667,2.75,3.66666666666667,5.8,3.25,5.25,5.5,3.5,3.75,3.33333333333333,4.2,0,5,15,5,0,6,0,500,6,0,100,6,3,5,6,4,6,4,5,5,2,"Female",27,"caucasin                                   ","Staff",23,"$40,000-$59,999","below $20,000","college graduate","Heterosexual","single"
206,8,7,7,9,6,7,7,9,8,8,6,6,7,9,8,6,9,9,9,9,9,8,9,9,9,9,9,9,9,8,7,7,8,9,8,8,8,8,8,9,8,8,9,7,6,6,9,9,8,8,8,9,8,8,5,5,9,8,7,9,8,8,8,8,7,8,9,8,7,9,9,9,7,8,9,9,9,6,7,8,7,9,7,9,9,8,8,8,9,9,9,8,6,9,8,9,8,8,9,8,6,8,9,9,9,7,7,8,6,7,8,9,8,7,9,7,8,8,6,8,9,7,8,6,7,7,8,7,7,9,8.6,8.5,7.75,7,9,9,8.33333333333333,7.25,8.2,8.33333333333333,7,8.5,6.5,7,9,8.33333333333333,8.75,9,8,7,9,7.66666666666667,7.66666666666667,7.33333333333333,9,7.75,8.66666666666667,7.4,7.5,6,8.75,8.5,8.75,6.33333333333333,7,1,8,10,5,150,4,0,300,3,5,55,7,7,7,5,5,6,4,5,5,6,"Male",26,"White/Caucasian                            ",NA,5,"Below $20,000","None, I haven't started a retirement plan yet","college graduate","Heterosexual","single"
207,8,7,7,7,8,7,8,7,8,7,7,8,7,8,8,8,7,7,7,8,7,7,8,7,8,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,8,8,7,7,7,7,7,8,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,7,7,8,7,7,8,7,8,7,8,8,8,6,7,6,6,6,7,6,6,6,6,6,6,7,6,6,5,5,5,6,5,5,5,6,5,5,6,5,5,6,7,6,7.25,7,7,7,6.33333333333333,7.25,7.2,7,5.75,7.5,6.5,5.33333333333333,7.33333333333333,7.33333333333333,7.25,7,6.33333333333333,7.25,7.33333333333333,7,7,6.33333333333333,6.66666666666667,7,7,7.2,7.25,7.25,6.25,7.25,7.5,7,6.4,5,20,2,20,400,8,0,1500,10,20,39,7,7,7,5,5,6,5,5,5,5,"Female",28,"white                                      ","Non-university",5,"$40,000-$59,999","below $20,000","college graduate","Heterosexual","single"
208,8,3,7,8,8,8,3,5,8,8,2,7,7,7,7,8,7,7,6,7,8,7,7,7,7,7,8,8,8,7,8,8,8,8,7,8,7,NA,8,8,8,8,8,7,7,7,7,8,7,7,8,8,8,7,6,7,8,7,7,7,8,8,7,8,7,8,8,6,7,8,8,7,7,6,7,8,8,8,7,8,7,8,6,7,8,7,7,8,8,6,7,7,6,8,6,8,7,6,8,8,5,7,8,7,8,5,7,7,7,8,7,7,6,7,8,8,8,7,7,7,8,8,7,7,7,7,7,5,8,8,7.4,6.75,7,7,8,6.75,6.66666666666667,8,7.2,7,7.25,7.75,5.25,7.33333333333333,8,8,8,8,7,2.66666666666667,6.66666666666667,8,7.66666666666667,8,8,6.5,7.66666666666667,7.2,7,7,7.75,7.5,7.75,7,7.2,4,10,2,0,15000,2,4,2500,1,0,8,7,7,7,6,6,6,5,5,6,5,"Male",59,"white                                      ","Non-university",5,"$200,000 & above","$500,000 and above","graduate degree","Heterosexual","Married"
209,5,6,7,5,8,8,4,8,8,6,6,5,8,8,8,7,7,8,8,7,3,7,6,7,8,7,8,7,8,7,7,8,7,8,8,7,7,7,8,8,7,8,8,8,7,7,8,6,6,7,8,6,5,7,5,6,8,7,9,6,7,7,6,6,7,7,8,7,8,5,9,6,7,8,8,8,9,6,8,8,8,8,8,7,4,6,7,7,8,6,8,6,6,8,5,8,8,8,7,9,4,4,8,8,9,8,7,8,8,6,7,8,8,4,8,8,8,7,4,7,7,5,8,7,8,5,7,4,7,8,7.2,7,7.5,7,4,8.25,7.66666666666667,8,6.4,8,4.25,7.25,5.5,8,8.33333333333333,6,8,7.66666666666667,8.33333333333333,5.75,8,6.33333333333333,8,6.66666666666667,8.33333333333333,7.5,7,7,6.25,6.75,7.5,6.5,6.75,7.66666666666667,6.6,0,15,6,3,20,5,0,500,10,90,81,6,6,5,6,5,6,4,5,3,2,"Female",24,"caucasion                                  ","Staff",23,"Below $20,000","None, I haven't started a retirement plan yet","college graduate","Transgender","single"
210,8,3,7,8,8,8,3,2,7,8,2,3,7,4,8,9,9,3,4,7,9,7,7,8,8,6,8,8,8,7,7,8,4,8,6,8,7,4,7,8,9,9,8,8,6,7,6,3,5,7,8,9,8,7,4,3,8,8,8,6,7,8,7,6,6,6,7,NA,9,9,5,8,6,4,4,8,8,4,5,8,5,7,4,8,9,8,4,6,7,8,7,7,4,6,7,7,7,6,6,8,4,6,7,7,7,6,6,6,7,6,6,6,7,6,7,7,8,8,1,6,7,6,8,6,7,6,8,5,6,6,8,7.75,6.25,6.66666666666667,9,4,6,8.25,7.4,6.66666666666667,4.75,7.75,4.75,7.33333333333333,8,8.66666666666667,7.5,6.33333333333333,7.66666666666667,3,4,4.33333333333333,8,6,7,4.75,8,6.8,5.33333333333333,7,6.5,5.5,7.75,5.33333333333333,6.4,0,2,5,2,0,5,0,250,3,0,60,7,6,5,7,7,5,2,5,6,6,"Male",22,"White                                      ","Student",12,"Below $20,000","below $20,000","college graduate","Heterosexual","single"
211,7,7,5,6,6,8,7,8,7,7,7,8,7,8,7,7,8,7,8,7,8,7,8,7,8,7,8,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,7.5,7,8,7.5,NA,6,7,NA,NA,7,NA,NA,NA,7,7.5,NA,NA,7,8,NA,8,NA,NA,NA,7,5,8,7,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
212,8,8,7,8,5,8,5,8,7,7,5,6,5,6,8,7,8,8,7,7,7,8,7,7,8,8,8,7,8,7,7,8,8,8,8,7,7,7,7,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33333333333333,NA,6.66666666666667,8,7,8,NA,7,7,NA,NA,7,NA,NA,8,8,7.66666666666667,NA,NA,6.25,6.5,NA,8,NA,NA,7,8,7,6.5,7.5,NA,8,7.66666666666667,NA,NA,6,4,20,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
213,4,4,5,5,7,7,1,2,3,8,2,3,2,2,6,4,8,3,2,4,6,3,3,6,8,9,5,8,3,5,3,5,9,3,3,4,2,2,8,9,3,7,5,4,6,4,2,5,2,4,5,3,4,5,6,2,5,4,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33333333333333,NA,2.66666666666667,3.5,6,2.33333333333333,NA,6.33333333333333,4.25,NA,NA,6.5,NA,NA,5,3.33333333333333,5.66666666666667,NA,NA,2.25,2,5,4.66666666666667,NA,NA,2,3,4.25,3,5.33333333333333,NA,9,7,2.5,NA,1,15,7,2,2000,4,0,500,3,50,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
214,4,8,6,6,7,7,6,8,8,5,2,5,6,5,5,3,7,7,6,7,8,3,6,5,6,6,7,8,6,8,3,5,5,7,7,4,4,6,4,8,4,7,6,7,3,3,7,7,5,4,7,4,6,5,4,4,5,5,5,7,7,6,7,8,5,7,6,5,4,5,6,4,5,5,5,5,5,7,7,6,6,7,5,7,8,7,5,7,7,7,7,5,3,6,5,5,7,6,5,8,3,7,7,5,7,4,5,7,5,4,6,6,7,7,7,6,7,7,5,6,6,7,7,5,7,5,6,4,8,6,5.6,6.25,6.5,3.66666666666667,7,7,6,6.25,6.6,7,6.5,7.25,3.5,6.33333333333333,5.33333333333333,4,7.5,5.33333333333333,7.33333333333333,5.5,5.33333333333333,7,7,6.33333333333333,7,4.75,5.33333333333333,4.6,4.75,3.5,6.25,6.5,5.75,5,5.2,0,3,20,6,0,2,0,0,10,20,80,6,5,3,4,6,6,3,3,3,3,"Male",26,"Asian                                      ","Staff",15,"$100,000-$149,999","None, I haven't started a retirement plan yet","college graduate","Heterosexual","single"
215,4,4,4,5,4,4,5,4,5,4,4,3,5,4,5,7,7,6,5,5,5,4,7,7,7,6,8,5,6,4,4,6,6,5,7,6,5,6,8,6,4,4,6,4,4,4,6,7,3,5,5,4,4,4,4,2,5,5,3,6,6,5,4,6,4,5,6,4,5,5,8,2,4,4,4,6,6,6,6,5,4,7,4,5,5,6,5,8,8,5,6,5,5,7,7,6,6,6,8,6,4,7,7,7,7,NA,NA,7,9,6,6,6,8,6,7,7,7,6,5,6,6,6,7,6,9,5,5,NA,4,5,6.8,5.75,6.25,4,5,6,6,4.75,4.4,6.33333333333333,6,5.25,4.5,8.33333333333333,5.66666666666667,4,6.5,6.33333333333333,7,4.75,4.33333333333333,6,4.33333333333333,6,7.33333333333333,4.5,4.33333333333333,4.2,4,5,6.5,6,5.5,3,5.75,2,5,3,10,100,10,0,25,10,5,76,7,7,5,5,5,4,3,3,5,4,"Male",22,"Mexican                                    ","Staff",6,"$20,000-$39,999","below $20,000","college graduate","Heterosexual","single"
216,5,5,8,8,5,7,3,9,8,7,3,2,9,7,7,3,8,9,7,8,8,3,9,5,7,9,8,8,5,5,5,5,9,7,9,5,5,3,7,9,3,8,8,7,4,3,9,7,3,5,7,3,5,5,3,4,8,7,4,9,8,5,8,9,3,7,8,3,4,9,9,5,5,4,7,7,7,7,9,5,4,7,4,9,9,8,4,7,9,8,9,5,2,9,9,9,9,9,9,9,2,3,9,9,9,2,3,9,8,8,9,9,9,2,9,5,9,9,2,9,9,4,9,5,7,2,7,2,7,9,7,8.25,9,3,8.66666666666667,9,9,5.75,6.6,9,2.75,8,2,8,7.66666666666667,3.66666666666667,8,9,9,3.5,7,7,7,7.33333333333333,9,4.25,5,5.6,3.25,3.5,9,9,7.5,4,4,1,8,2,2,500,5,1,1000,10,0,19,7,4,4,6,7,3,4,2,3,3,"Female",40,"Caucasian                                  ","Staff",22,"$40,000-$59,999","below $20,000","graduate degree","Heterosexual","Married"
217,7,7,8,9,8,8,8,9,9,9,8,5,9,7,7,5,9,9,8,8,8,8,9,7,9,8,9,8,8,8,7,8,8,8,8,8,5,6,8,9,8,8,9,8,6,7,9,8,8,8,9,7,8,8,6,6,9,8,8,9,8,7,7,9,8,6,8,6,7,6,9,5,7,7,9,8,8,6,7,7,6,8,6,7,7,7,8,8,9,8,9,8,2,7,6,9,9,7,8,9,1,7,9,9,9,2,8,8,8,7,9,9,7,5,9,7,7,9,4,8,9,8,8,8,8,6,8,1,8,9,7.8,8.5,8.25,7.66666666666667,7,9,8,7.75,7.8,8.66666666666667,6,8,1.5,7.66666666666667,8.66666666666667,7.33333333333333,8.75,8.66666666666667,8,7.25,8,6.66666666666667,8,7.66666666666667,9,6.5,6.66666666666667,7.6,6.75,6,8.5,8.5,8.75,6.66666666666667,7.4,1,5,12,6,200,2,0,NA,10,0,9,7,5,5,6,6,7,6,5,5,3,"Female",22,"White                                      ","Staff",3,"$20,000-$39,999","below $20,000","college graduate","Heterosexual","Married"
218,8,5,9,5,5,8,2,5,7,4,1,5,4,3,9,9,9,5,3,7,2,7,4,8,5,6,9,9,8,5,9,8,5,8,5,4,4,4,7,9,8,9,9,7,4,5,5,8,2,9,3,8,5,9,4,5,9,8,6,5,5,8,5,5,8,5,5,2,8,2,5,5,8,3,3,8,8,5,8,8,5,9,3,6,2,8,2,8,8,5,8,5,2,5,5,5,8,4,2,5,2,5,5,9,5,4,4,8,2,5,5,5,5,6,5,5,8,9,2,3,5,8,5,3,2,4,9,2,8,7,8,8,5.25,6.66666666666667,2,5,4,7.5,6,8,5.25,5.75,2.5,4,8.66666666666667,8,8.5,4.66666666666667,5,3,3,6,7.66666666666667,7,6,3,7,8.8,3.25,6.25,5,5.25,4.75,5.33333333333333,4.2,0,5,25,20,0,0,0,200,2,0,10,1,4,4,5,3,5,1,1,4,5,"Male",42,"White                                      ","Non-university",23,"$100,000-$149,999","None, I haven't started a retirement plan yet","some college","Heterosexual","Married"
219,7,7,8,8,8,8,5,6,8,8,5,8,8,7,8,8,8,8,6,8,7,8,8,8,7,8,9,7,7,6,7,8,8,8,7,7,6,8,8,9,8,7,7,8,8,8,7,7,7,8,8,9,7,7,8,3,7,9,6,8,8,7,8,9,7,8,7,7,8,4,5,6,5,4,5,8,8,7,8,8,7,9,5,8,4,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7.75,7.66666666666667,5,6.5,NA,7.75,7.6,NA,NA,7.75,NA,NA,7.33333333333333,8,8.75,NA,NA,6.25,6,7.33333333333333,8,NA,NA,5.75,6.66666666666667,7,7.25,8,NA,8.25,7.5,5.33333333333333,NA,2,5,2,1,1500,5,2,5000,5,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
220,7,5,6,7,8,7,5,5,6,6,5,6,6,7,7,8,7,5,6,5,6,5,7,6,5,5,9,6,6,6,6,6,7,7,5,3,5,6,7,6,7,6,6,4,5,6,5,6,6,5,5,6,6,5,4,3,6,5,6,6,6,6,5,4,6,7,7,4,6,4,6,6,7,6,6,7,6,7,6,5,4,8,6,6,3,6,5,7,7,6,7,6,7,5,5,6,6,6,8,7,6,6,7,6,7,7,8,8,5,7,6,7,7,6,7,7,5,6,4,3,5,6,7,6,4,6,6,5,6,3,6.6,6,6,5.66666666666667,4.33333333333333,5.25,5.33333333333333,6.25,5.4,7,5.5,5.75,6.25,4.66666666666667,6,6.66666666666667,7.25,5.66666666666667,7,5.25,6.33333333333333,6.66666666666667,6,6.66666666666667,7,5.5,6,5.8,4.75,5.75,5.75,5.5,6.25,4.33333333333333,6.6,0,20,15,5,500,0,2,500,3,0,91,4,4,5,5,5,4,5,3,3,3,"Female",36,"white                                      ","Non-university",5,"$80,000-$99,999","$20,000-$59,999","graduate degree","Heterosexual","single"
221,7,7,7,6,6,6,5,7,7,6,6,7,5,5,5,6,6,6,5,5,5,5,6,5,5,6,5,5,5,5,6,6,5,7,5,5,5,6,6,6,5,5,6,5,5,6,6,5,5,5,5,6,6,6,5,5,6,5,6,6,6,5,5,5,6,6,5,5,6,5,5,5,6,6,6,5,5,6,6,6,5,5,5,5,6,5,5,6,5,6,6,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,6,6,5,5,5,5,5,5,5,5.4,5.25,5.5,5.66666666666667,5.33333333333333,6,5,5.75,5.2,5.66666666666667,5.5,5.25,5,5.33333333333333,5.66666666666667,6,5.75,5,5.33333333333333,6,5.33333333333333,5.66666666666667,6,5.33333333333333,5,5.25,5,6,5.5,5.5,5.25,5.5,5.5,5.33333333333333,5.4,0,24,12,2,1200,2,0,500,4,0,92,5,4,4,5,5,5,5,4,4,3,"Male",40,"chinese                                    ","Non-university",1,"$150,000-$199,999","$300,000-$399,999","college graduate","Heterosexual","Married"
222,4,4,8,8,8,7,4,9,8,8,1,6,8,9,8,7,8,9,9,9,2,5,9,9,9,8,9,9,9,9,8,8,8,8,9,3,9,3,8,9,4,5,9,9,2,4,9,9,4,9,9,4,8,9,2,9,8,8,9,5,9,9,8,5,4,9,9,4,4,9,9,7,7,9,9,9,9,9,9,8,9,9,9,9,1,8,9,8,2,8,8,2,2,8,8,9,8,5,9,9,1,2,9,9,5,4,5,8,9,8,8,8,8,4,2,3,9,9,1,5,5,4,9,9,9,5,9,1,8,9,8.4,8.75,8.75,4.33333333333333,4,9,6,7.25,8.4,8,2.75,9,2,9,8.66666666666667,4,8.75,9,8.66666666666667,3,9,9,8,8,3,9,8.33333333333333,8.2,4.25,3.75,7.5,6.5,8.5,9,4.8,0,12,12,1,50,4,4,0,4,0,95,1,1,5,3,1,7,7,1,4,1,"Female",53,"white                                      ","Non-university",23,"$20,000-$39,999","$100,000-$149,999","college graduate","Heterosexual","Widowed"
